Date,model_eon,model_rwe
2019-08-08,11.027156158606898,20.402189644304055
2019-08-09,11.183078509671518,20.75095593820842
2019-08-12,11.310586267977234,20.590986239095923
2019-08-13,11.094159159281642,20.382017490827273
2019-08-14,11.323576518277292,20.640820899456934
2019-08-15,11.216857009091473,20.56320397603607
2019-08-16,11.279622322965093,20.5445744740758
2019-08-19,11.27481373531214,20.75885059393312
2019-08-20,11.204168234505133,20.769265186084017
2019-08-21,11.435997706866676,20.424553986701007
2019-08-22,11.164298969323811,20.745847343979023
2019-08-23,11.309363225837874,20.773472454549673
2019-08-26,11.175733412312198,20.768292748408307
2019-08-27,11.304849271234506,20.797949173849126
2019-08-28,11.3543954887711,20.671346476939856
2019-08-29,11.19243633963677,20.644768631959636
2019-08-30,11.275614891099686,20.684255811694506
2019-09-02,,20.79908901734274
2019-09-03,11.465598599832523,20.892897563833788
2019-09-04,11.532680120683695,20.98917424625608
2019-09-05,11.297870862891257,20.938037732948672
2019-09-06,11.440028716152852,20.722173677415007
2019-09-09,11.250512685930058,20.79166052848623
2019-09-10,11.188890399878352,20.65340568860184
2019-09-11,11.3736926425044,20.812934396857933
2019-09-12,11.413570333825007,20.851247854967337
2019-09-13,11.411128021758634,20.873093720883244
2019-09-16,11.447067121635943,20.808366506023525
2019-09-17,11.43570200269224,21.11421463560412
2019-09-18,11.388868934430445,20.706366421948875
2019-09-19,11.445501160033748,20.968640767728797
2019-09-20,11.591822154789147,20.763918690940343
2019-09-23,11.38769083036396,21.1043234316778
2019-09-24,11.37413944018914,20.881722621102497
2019-09-25,11.304357030762892,21.073634185216314
2019-09-26,11.206779392423918,21.246791276873026
2019-09-27,11.394275289947304,21.255893821754107
2019-09-30,11.61943061584123,21.14123021844276
2019-10-01,11.603437650426335,21.244210542078154
2019-10-02,11.42683731189931,21.139618036899957
2019-10-03,11.25681462145881,
2019-10-04,11.425150541766364,20.959911523415354
2019-10-07,11.453687538559429,21.245330397605603
2019-10-08,11.570404064330027,21.19570658445056
2019-10-09,11.626547261818775,20.974048234426224
2019-10-10,11.37603242397373,21.026913713299695
2019-10-11,11.725329565230933,21.289976480109083
2019-10-14,11.571043175818069,21.129199206411236
2019-10-15,11.418112205663023,20.847158007254816
2019-10-16,11.572721373567719,21.18287297943776
2019-10-17,11.46867654477033,21.28804027586974
2019-10-18,11.621238008661924,21.08572953754261
2019-10-21,11.537561148005663,21.306575628307083
2019-10-22,11.583450491002274,21.092857754417608
2019-10-23,11.553485022462365,21.356532714905157
2019-10-24,11.483291935010078,21.253893410074646
2019-10-25,11.707448029649168,21.381762157246524
2019-10-28,11.486981584682272,21.19189706122478
2019-10-29,11.58746294641301,21.449329171297432
2019-10-30,11.696237088949093,21.41384537881633
2019-10-31,11.753341778972194,21.658302023644314
2019-11-01,11.645125889701491,21.4399299661379
2019-11-04,11.675936784226902,21.432738665528973
2019-11-05,11.64150350543108,21.50091472720938
2019-11-06,11.767916547125349,21.456526101502448
2019-11-07,11.546556056057064,21.520127024340415
2019-11-08,11.743976336879136,21.376394123320782
2019-11-11,11.843139227223405,21.101589632720692
2019-11-12,11.57028556604769,21.67843075428198
2019-11-13,11.752493013327994,21.595075902753393
2019-11-14,11.976758539055213,21.617686122201267
2019-11-15,11.809705500299938,21.587088734063258
2019-11-18,11.815703671342064,21.64608654216253
2019-11-19,11.910520434753938,21.37579243764082
2019-11-20,11.68100149651006,21.778179886424088
2019-11-21,11.755626111052736,21.76489285103846
2019-11-22,11.98088338424934,21.70740408337807
2019-11-25,11.594054371715776,21.495225673588827
2019-11-26,11.950856992978279,21.50876491037308
2019-11-27,11.817749255788629,21.625186569283226
2019-11-28,,21.712919155062973
2019-11-29,11.959501020946377,21.754083555381595
2019-12-02,11.879919520396028,22.024281369428188
2019-12-03,11.787952008011912,22.015283731296684
2019-12-04,11.756650945657148,21.9499002557481
2019-12-05,11.848309944533039,21.519849726314703
2019-12-06,11.822758776735068,21.727719613477664
2019-12-09,11.880934452905663,21.82306721516847
2019-12-10,11.908501101910373,21.878321737991325
2019-12-11,11.942216547050386,21.666713829639047
2019-12-12,11.803140693728125,21.93734154728062
2019-12-13,12.031700409100404,21.688401721736625
2019-12-16,11.8937044777901,22.034701158925063
2019-12-17,11.8675903665731,22.047515853518174
2019-12-18,11.93612383835401,21.858916650038672
2019-12-19,11.914788140069719,21.997451855481778
2019-12-20,12.014979527474594,21.881553844279498
2019-12-23,12.20393338544858,21.93745573041382
2019-12-24,11.940118820139224,
2019-12-26,12.004201978179198,
2019-12-27,12.090593897637921,21.909175733468086
2019-12-30,11.871586564063092,21.943048926767794
2019-12-31,12.169036088279617,
